Formula,PG,First,SG1,Second,SG2
TbCo2,m-3m,Tb,P63/mmc,Co,P63/mmc
TbCo5,6/mmm,Tb,P63/mmc,Co,P63/mmc
TbCu,m-3m,Tb,P63/mmc,Cu,Fm-3m
TbCu5,6/mmm,Tb,P63/mmc,Cu,Fm-3m
TbFe2,m-3m,Tb,P63/mmc,Fe,Im-3m
TbGa3,m-3m,Tb,P63/mmc,Ga,Cmca
TbGa2,6/mmm,Tb,P63/mmc,Ga,Cmca
TbGa3,6/mmm,Tb,P63/mmc,Ga,Cmca
TbGe,mmm,Tb,P63/mmc,Ge,Fm-3m
TbHg3,6/mmm,Tb,P63/mmc,Hg,R-3m
TbI3,6/mmm,Tb,P63/mmc,I,Cmca
Tb2In,6/mmm,Tb,P63/mmc,In,I4/mmm
TbIn3,m-3m,Tb,P63/mmc,In,I4/mmm
TbIr2,m-3m,Tb,P63/mmc,Ir,Fm-3m
TbMg,m-3m,Tb,P63/mmc,Mg,P63/mmc
Tb2Mg,4/mmm,Tb,P63/mmc,Mg,P63/mmc
TbMg3,m-3m,Tb,P63/mmc,Mg,P63/mmc
TbN,m-3m,Tb,P63/mmc,N,P63/mmc
TbNi2,m-3m,Tb,P63/mmc,Ni,Fm-3m
TbNi5,6/mmm,Tb,P63/mmc,Ni,Fm-3m
TbNi,mmm,Tb,P63/mmc,Ni,Fm-3m
Tb2O3,m-3,Tb,P63/mmc,O,C12/m1
TbO2,m-3m,Tb,P63/mmc,O,C12/m1
Tb2O3,m-3m,Tb,P63/mmc,O,C12/m1
TbP,m-3m,Tb,P63/mmc,P,P-1
TbPd3,m-3m,Tb,P63/mmc,Pd,Fm-3m
TbPd,mmm,Tb,P63/mmc,Pd,Fm-3m
TbPt3,m-3m,Tb,P63/mmc,Pt,Fm-3m
TbPt2,m-3m,Tb,P63/mmc,Pt,Fm-3m
TbRh,m-3m,Tb,P63/mmc,Rh,Fm-3m
TbRh5,6/mmm,Tb,P63/mmc,Rh,Fm-3m
TbS,m-3m,Tb,P63/mmc,S,Fddd
TbS2,m-3m,Tb,P63/mmc,S,Fddd
TbSb,m-3m,Tb,P63/mmc,Sb,R-3m
TbSc,-6m2,Tb,P63/mmc,Sc,P63/mmc
TbSe,m-3m,Tb,P63/mmc,Se,P121/c1
TbSe2,4/mmm,Tb,P63/mmc,Se,P121/c1
TbSe,6mm,Tb,P63/mmc,Se,P121/c1
TbSi2,6/mmm,Tb,P63/mmc,Si,Fd-3m
Tb3Si,6/mmm,Tb,P63/mmc,Si,Fd-3m
Tb2Si3,mmm,Tb,P63/mmc,Si,Fd-3m
TbTe,-6m2,Tb,P63/mmc,Te,P3121
TbTe,m-3m,Tb,P63/mmc,Te,P3121
TbTe2,4/mmm,Tb,P63/mmc,Te,P3121
TbTl,m-3m,Tb,P63/mmc,Tl,P63/mmc
Tb2Tl,6/mmm,Tb,P63/mmc,Tl,P63/mmc
TbY3,m-3m,Tb,P63/mmc,Y,P63/mmc
TbZn2,mmm,Tb,P63/mmc,Zn,P63/mmc
TbZr,-6m2,Tb,P63/mmc,Zr,P63/mmc
DyAg2,4/mmm,Dy,P63/mmc,Ag,Fm-3m
DyAl2,m-3m,Dy,P63/mmc,Al,Fm-3m
DyAl3,6/mmm,Dy,P63/mmc,Al,Fm-3m
DyAl3,m-3m,Dy,P63/mmc,Al,Fm-3m
DyAl3,4/mmm,Dy,P63/mmc,Al,Fm-3m
DyAs,m-3m,Dy,P63/mmc,As,R-3m
DyAu,mmm,Dy,P63/mmc,Au,Fm-3m
DyB2,6/mmm,Dy,P63/mmc,B,R-3m
DyB6,m-3m,Dy,P63/mmc,B,R-3m
DyBi,m-3m,Dy,P63/mmc,Bi,C12/m1
DyBr3,6/mmm,Dy,P63/mmc,Br,Cmca
Dy2C,-3m,Dy,P63/mmc,C,P63/mmc
DyC2,4/mmm,Dy,P63/mmc,C,P63/mmc
DyCd2,6/mmm,Dy,P63/mmc,Cd,P63/mmc
DyCl3,mmm,Dy,P63/mmc,Cl,Cmca
DyCo5,6/mmm,Dy,P63/mmc,Co,P63/mmc
DyCu,m-3m,Dy,P63/mmc,Cu,Fm-3m
DyCu5,-43m,Dy,P63/mmc,Cu,Fm-3m
DyFe5,6/mmm,Dy,P63/mmc,Fe,Im-3m
DyGa2,6/mmm,Dy,P63/mmc,Ga,Cmca
DyGe,mmm,Dy,P63/mmc,Ge,Fm-3m
DyH2,m-3m,Dy,P63/mmc,H,P63/mmc
DyHg2,6/mmm,Dy,P63/mmc,Hg,R-3m
DyIr2,m-3m,Dy,P63/mmc,Ir,Fm-3m
DyIr3,m-3m,Dy,P63/mmc,Ir,Fm-3m
DyMg3,m-3m,Dy,P63/mmc,Mg,P63/mmc
DyMg,m-3m,Dy,P63/mmc,Mg,P63/mmc
DyMn2,m-3m,Dy,P63/mmc,Mn,I-43m
DyN,m-3m,Dy,P63/mmc,N,P63/mmc
DyNi2,m-3m,Dy,P63/mmc,Ni,Fm-3m
DyNi,mmm,Dy,P63/mmc,Ni,Fm-3m
DyNi5,6/mmm,Dy,P63/mmc,Ni,Fm-3m
Dy2O3,m-3,Dy,P63/mmc,O,C12/m1
DyP,m-3m,Dy,P63/mmc,P,P-1
DyP5,2/m,Dy,P63/mmc,P,P-1
DyP,m-3m,Dy,P63/mmc,P,P-1
DyPd3,m-3m,Dy,P63/mmc,Pd,Fm-3m
DyPd,m-3m,Dy,P63/mmc,Pd,Fm-3m
DyPt3,m-3m,Dy,P63/mmc,Pt,Fm-3m
DyRh,m-3m,Dy,P63/mmc,Rh,Fm-3m
DyRh2,m-3m,Dy,P63/mmc,Rh,Fm-3m
DyRh5,6/mmm,Dy,P63/mmc,Rh,Fm-3m
DyS,m-3m,Dy,P63/mmc,S,Fddd
DyS2,m-3m,Dy,P63/mmc,S,Fddd
DySb,m-3m,Dy,P63/mmc,Sb,R-3m
DySb,m-3m,Dy,P63/mmc,Sb,R-3m
DySe,m-3m,Dy,P63/mmc,Se,P121/c1
DySe2,4/mmm,Dy,P63/mmc,Se,P121/c1
DySe,6mm,Dy,P63/mmc,Se,P121/c1
DySi,mmm,Dy,P63/mmc,Si,Fd-3m
DySi2,6/mmm,Dy,P63/mmc,Si,Fd-3m
DyTe,m-3m,Dy,P63/mmc,Te,P3121
DyTe2,4/mmm,Dy,P63/mmc,Te,P3121
DyTh,m-3m,Dy,P63/mmc,Th,Fm-3m
DyTl,m-3m,Dy,P63/mmc,Tl,P63/mmc
Dy2Tl,6/mmm,Dy,P63/mmc,Tl,P63/mmc
Dy3Y,m-3m,Dy,P63/mmc,Y,P63/mmc
DyZn2,mmm,Dy,P63/mmc,Zn,P63/mmc
HoAg2,4/mmm,Ho,P63/mmc,Ag,Fm-3m
HoAl3,m-3m,Ho,P63/mmc,Al,Fm-3m
HoAs,m-3m,Ho,P63/mmc,As,R-3m
HoAu2,4/mmm,Ho,P63/mmc,Au,Fm-3m
HoAu,mmm,Ho,P63/mmc,Au,Fm-3m
HoB2,6/mmm,Ho,P63/mmc,B,R-3m
HoB6,m-3m,Ho,P63/mmc,B,R-3m
HoBi,m-3m,Ho,P63/mmc,Bi,C12/m1
HoBi,m-3m,Ho,P63/mmc,Bi,C12/m1
HoBr3,6/mmm,Ho,P63/mmc,Br,Cmca
Ho2C,-3m,Ho,P63/mmc,C,P63/mmc
HoC2,4/mmm,Ho,P63/mmc,C,P63/mmc
HoCd2,6/mmm,Ho,P63/mmc,Cd,P63/mmc
HoCd3,mmm,Ho,P63/mmc,Cd,P63/mmc
HoCl3,6/mmm,Ho,P63/mmc,Cl,Cmca
HoCl2,4/mmm,Ho,P63/mmc,Cl,Cmca
HoCo2,m-3m,Ho,P63/mmc,Co,P63/mmc
HoCo5,6/mmm,Ho,P63/mmc,Co,P63/mmc
HoCu5,6/mmm,Ho,P63/mmc,Cu,Fm-3m
HoCu,m-3m,Ho,P63/mmc,Cu,Fm-3m
HoCu5,-43m,Ho,P63/mmc,Cu,Fm-3m
HoF3,mmm,Ho,P63/mmc,F,C12/c1
HoFe5,6/mmm,Ho,P63/mmc,Fe,Im-3m
HoFe2,m-3m,Ho,P63/mmc,Fe,Im-3m
HoGa3,m-3m,Ho,P63/mmc,Ga,Cmca
HoGa2,6/mmm,Ho,P63/mmc,Ga,Cmca
HoGa3,6/mmm,Ho,P63/mmc,Ga,Cmca
HoGe,mmm,Ho,P63/mmc,Ge,Fm-3m
HoH2,m-3m,Ho,P63/mmc,H,P63/mmc
HoHg2,6/mmm,Ho,P63/mmc,Hg,R-3m
HoI3,6/mmm,Ho,P63/mmc,I,Cmca
Ho2In,6/mmm,Ho,P63/mmc,In,I4/mmm
Ho3In,m-3m,Ho,P63/mmc,In,I4/mmm
Ho3In,6/mmm,Ho,P63/mmc,In,I4/mmm
HoIr,m-3m,Ho,P63/mmc,Ir,Fm-3m
Ho3Lu,6/mmm,Ho,P63/mmc,Lu,P63/mmc
HoMg3,m-3m,Ho,P63/mmc,Mg,P63/mmc
HoMg,m-3m,Ho,P63/mmc,Mg,P63/mmc
Ho3Mg,6/mmm,Ho,P63/mmc,Mg,P63/mmc
HoN,m-3m,Ho,P63/mmc,N,P63/mmc
HoNi2,m-3m,Ho,P63/mmc,Ni,Fm-3m
HoNi5,6/mmm,Ho,P63/mmc,Ni,Fm-3m
Ho2O3,m-3,Ho,P63/mmc,O,C12/m1
HoO3,6/m,Ho,P63/mmc,O,C12/m1
Ho2O3,m-3m,Ho,P63/mmc,O,C12/m1
HoP,m-3m,Ho,P63/mmc,P,P-1
HoP,m-3m,Ho,P63/mmc,P,P-1
HoPd3,m-3m,Ho,P63/mmc,Pd,Fm-3m
HoPd,m-3m,Ho,P63/mmc,Pd,Fm-3m
HoPt3,m-3m,Ho,P63/mmc,Pt,Fm-3m
HoRh2,m-3m,Ho,P63/mmc,Rh,Fm-3m
HoRh,m-3m,Ho,P63/mmc,Rh,Fm-3m
HoS,m-3m,Ho,P63/mmc,S,Fddd
HoS2,m-3m,Ho,P63/mmc,S,Fddd
HoSb,m-3m,Ho,P63/mmc,Sb,R-3m
HoSb,m-3m,Ho,P63/mmc,Sb,R-3m
HoSe,m-3m,Ho,P63/mmc,Se,P121/c1
HoSe2,4/mmm,Ho,P63/mmc,Se,P121/c1
HoSi,mmm,Ho,P63/mmc,Si,Fd-3m
HoTe,m-3m,Ho,P63/mmc,Te,P3121
HoTe2,4/mmm,Ho,P63/mmc,Te,P3121
HoTh3,m-3m,Ho,P63/mmc,Th,Fm-3m
HoTl,m-3m,Ho,P63/mmc,Tl,P63/mmc
ErAg2,4/mmm,Er,P63/mmc,Ag,Fm-3m
ErAl2,m-3m,Er,P63/mmc,Al,Fm-3m
ErAl3,m-3m,Er,P63/mmc,Al,Fm-3m
ErAl3,-3m,Er,P63/mmc,Al,Fm-3m
ErAs,m-3m,Er,P63/mmc,As,R-3m
Er3As,m-3m,Er,P63/mmc,As,R-3m
ErAu,mmm,Er,P63/mmc,Au,Fm-3m
ErAu2,4/mmm,Er,P63/mmc,Au,Fm-3m
ErB2,6/mmm,Er,P63/mmc,B,R-3m
ErB6,m-3m,Er,P63/mmc,B,R-3m
ErBi,m-3m,Er,P63/mmc,Bi,C12/m1
ErCd3,mmm,Er,P63/mmc,Cd,P63/mmc
ErCl3,6/mmm,Er,P63/mmc,Cl,Cmca
ErCo5,6/mmm,Er,P63/mmc,Co,P63/mmc
ErCu2,mmm,Er,P63/mmc,Cu,Fm-3m
ErCu,m-3m,Er,P63/mmc,Cu,Fm-3m
ErCu5,-43m,Er,P63/mmc,Cu,Fm-3m
ErF3,mmm,Er,P63/mmc,F,C12/c1
ErFe2,m-3m,Er,P63/mmc,Fe,Im-3m
ErGa2,6/mmm,Er,P63/mmc,Ga,Cmca
ErGa3,m-3m,Er,P63/mmc,Ga,Cmca
ErGe,mmm,Er,P63/mmc,Ge,Fm-3m
ErH2,m-3m,Er,P63/mmc,H,P63/mmc
ErH3,m-3m,Er,P63/mmc,H,P63/mmc
ErH,6/mmm,Er,P63/mmc,H,P63/mmc
ErH,m-3m,Er,P63/mmc,H,P63/mmc
ErHg2,6/mmm,Er,P63/mmc,Hg,R-3m
ErI3,6/mmm,Er,P63/mmc,I,Cmca
ErIn3,m-3m,Er,P63/mmc,In,I4/mmm
Er2In,6/mmm,Er,P63/mmc,In,I4/mmm
ErIr2,m-3m,Er,P63/mmc,Ir,Fm-3m
ErIr,m-3m,Er,P63/mmc,Ir,Fm-3m
ErN,m-3m,Er,P63/mmc,N,P63/mmc
ErN,m-3m,Er,P63/mmc,N,P63/mmc
ErNi2,m-3m,Er,P63/mmc,Ni,Fm-3m
ErNi5,6/mmm,Er,P63/mmc,Ni,Fm-3m
ErNi,mmm,Er,P63/mmc,Ni,Fm-3m
Er2O3,m-3,Er,P63/mmc,O,C12/m1
Er2O3,2/m,Er,P63/mmc,O,C12/m1
ErPd,m-3m,Er,P63/mmc,Pd,Fm-3m
ErPd3,m-3m,Er,P63/mmc,Pd,Fm-3m
ErPt3,m-3m,Er,P63/mmc,Pt,Fm-3m
Er2Pt,mmm,Er,P63/mmc,Pt,Fm-3m
ErPt2,m-3m,Er,P63/mmc,Pt,Fm-3m
ErPt5,6/mmm,Er,P63/mmc,Pt,Fm-3m
ErRh2,m-3m,Er,P63/mmc,Rh,Fm-3m
ErRh,m-3m,Er,P63/mmc,Rh,Fm-3m
ErRu3,4/mmm,Er,P63/mmc,Ru,P63/mmc
ErS,m-3m,Er,P63/mmc,S,Fddd
Er2S3,2/m,Er,P63/mmc,S,Fddd
ErSb,m-3m,Er,P63/mmc,Sb,R-3m
ErSb,m-3m,Er,P63/mmc,Sb,R-3m
ErSe,m-3m,Er,P63/mmc,Se,P121/c1
ErSe2,4/mmm,Er,P63/mmc,Se,P121/c1
ErSi,mmm,Er,P63/mmc,Si,Fd-3m
Er5Si4,mmm,Er,P63/mmc,Si,Fd-3m
ErSi2,6/mmm,Er,P63/mmc,Si,Fd-3m
ErSn2,mmm,Er,P63/mmc,Sn,I41/amd
ErTe,m-3m,Er,P63/mmc,Te,P3121
ErTe2,4/mmm,Er,P63/mmc,Te,P3121
ErTl,m-3m,Er,P63/mmc,Tl,P63/mmc
ErZn2,mmm,Er,P63/mmc,Zn,P63/mmc
ErZn5,6/mmm,Er,P63/mmc,Zn,P63/mmc
TmAg3,m-3m,Tm,P63/mmc,Ag,Fm-3m
TmAl3,m-3m,Tm,P63/mmc,Al,Fm-3m
TmAl2,m-3m,Tm,P63/mmc,Al,Fm-3m
TmAs,m-3m,Tm,P63/mmc,As,R-3m
TmAu2,4/mmm,Tm,P63/mmc,Au,Fm-3m
TmAu,mmm,Tm,P63/mmc,Au,Fm-3m
TmB2,6/mmm,Tm,P63/mmc,B,R-3m
TmB6,m-3m,Tm,P63/mmc,B,R-3m
TmBi,m-3m,Tm,P63/mmc,Bi,C12/m1
TmBr3,6/mmm,Tm,P63/mmc,Br,Cmca
TmCd3,mmm,Tm,P63/mmc,Cd,P63/mmc
TmCl3,-3m,Tm,P63/mmc,Cl,Cmca
TmCo2,m-3m,Tm,P63/mmc,Co,P63/mmc
TmCu5,-43m,Tm,P63/mmc,Cu,Fm-3m
TmCu,m-3m,Tm,P63/mmc,Cu,Fm-3m
TmF3,4/mmm,Tm,P63/mmc,F,C12/c1
TmGa3,m-3m,Tm,P63/mmc,Ga,Cmca
TmGa2,mmm,Tm,P63/mmc,Ga,Cmca
TmI3,6/mmm,Tm,P63/mmc,I,Cmca
TmIn3,m-3m,Tm,P63/mmc,In,I4/mmm
TmMg3,6/mmm,Tm,P63/mmc,Mg,P63/mmc
TmN,m-3m,Tm,P63/mmc,N,P63/mmc
TmNi5,6/mmm,Tm,P63/mmc,Ni,Fm-3m
TmNp3,m-3m,Tm,P63/mmc,Np,Pnma
Tm2O3,2/m,Tm,P63/mmc,O,C12/m1
TmO3,m-3m,Tm,P63/mmc,O,C12/m1
Tm3P,m-3m,Tm,P63/mmc,P,P-1
TmPb3,m-3m,Tm,P63/mmc,Pb,Fm-3m
TmPd,m-3m,Tm,P63/mmc,Pd,Fm-3m
TmPd3,m-3m,Tm,P63/mmc,Pd,Fm-3m
TmPt3,m-3m,Tm,P63/mmc,Pt,Fm-3m
TmPt,mmm,Tm,P63/mmc,Pt,Fm-3m
TmPt2,m-3m,Tm,P63/mmc,Pt,Fm-3m
TmRh,m-3m,Tm,P63/mmc,Rh,Fm-3m
TmRh2,m-3m,Tm,P63/mmc,Rh,Fm-3m
TmS,m-3m,Tm,P63/mmc,S,Fddd
TmS2,m-3m,Tm,P63/mmc,S,Fddd
TmSb,m-3m,Tm,P63/mmc,Sb,R-3m
TmSe,m-3m,Tm,P63/mmc,Se,P121/c1
TmSi2,6/mmm,Tm,P63/mmc,Si,Fd-3m
TmSi3,m-3m,Tm,P63/mmc,Si,Fd-3m
Tm3Si,6/mmm,Tm,P63/mmc,Si,Fd-3m
TmTe,m-3m,Tm,P63/mmc,Te,P3121
TmTh3,m-3m,Tm,P63/mmc,Th,Fm-3m
TmTl3,m-3m,Tm,P63/mmc,Tl,P63/mmc
Tm3V,4/mmm,Tm,P63/mmc,V,Im-3m
TmZn2,mmm,Tm,P63/mmc,Zn,P63/mmc
TmZn,m-3m,Tm,P63/mmc,Zn,P63/mmc
TmZr,-6m2,Tm,P63/mmc,Zr,P63/mmc
YbAg2,4/mmm,Yb,Fm-3m,Ag,Fm-3m
YbAl2,m-3m,Yb,Fm-3m,Al,Fm-3m
YbAl3,m-3m,Yb,Fm-3m,Al,Fm-3m
YbAs,m-3m,Yb,Fm-3m,As,R-3m
YbAu3,mmm,Yb,Fm-3m,Au,Fm-3m
YbB6,m-3m,Yb,Fm-3m,B,R-3m
YB2,6/mmm,YB,,B,R-3m
YB6,m-3m,YB,,B,R-3m
YbBr2,mmm,Yb,Fm-3m,Br,Cmca
YbC2,4/mmm,Yb,Fm-3m,C,P63/mmc
YbCd,m-3m,Yb,Fm-3m,Cd,P63/mmc
YbCl2,4/mmm,Yb,Fm-3m,Cl,Cmca
YbCo2,m-3m,Yb,Fm-3m,Co,P63/mmc
YbCu5,6/mmm,Yb,Fm-3m,Cu,Fm-3m
YbCu,mmm,Yb,Fm-3m,Cu,Fm-3m
YbCu2,mmm,Yb,Fm-3m,Cu,Fm-3m
YbDy3,m-3m,Yb,Fm-3m,Dy,P63/mmc
YbF2,4/mmm,Yb,Fm-3m,F,C12/c1
YbF3,mmm,Yb,Fm-3m,F,C12/c1
YbGa2,6/mmm,Yb,Fm-3m,Ga,Cmca
YbGa,4/mmm,Yb,Fm-3m,Ga,Cmca
YbGa2,6/mmm,Yb,Fm-3m,Ga,Cmca
Yb3Ge5,-6m2,Yb,Fm-3m,Ge,Fm-3m
YbH2,mmm,Yb,Fm-3m,H,P63/mmc
YbH2,m-3m,Yb,Fm-3m,H,P63/mmc
YbHg3,6/mmm,Yb,Fm-3m,Hg,R-3m
YbHg2,6/mmm,Yb,Fm-3m,Hg,R-3m
YbI2,-3m,Yb,Fm-3m,I,Cmca
YbIn,m-3m,Yb,Fm-3m,In,I4/mmm
YbIn3,m-3m,Yb,Fm-3m,In,I4/mmm
Yb3In,m-3m,Yb,Fm-3m,In,I4/mmm
YbIr2,m-3m,Yb,Fm-3m,Ir,Fm-3m
YbIr,m-3m,Yb,Fm-3m,Ir,Fm-3m
YbMg,m-3m,Yb,Fm-3m,Mg,P63/mmc
YbMg3,6/mmm,Yb,Fm-3m,Mg,P63/mmc
Yb2Mg,2/m,Yb,Fm-3m,Mg,P63/mmc
Yb3Mg,m-3m,Yb,Fm-3m,Mg,P63/mmc
Yb3Mg,m-3m,Yb,Fm-3m,Mg,P63/mmc
Yb3Mn,m-3m,Yb,Fm-3m,Mn,I-43m
Yb3N2,-3m,Yb,Fm-3m,N,P63/mmc
YbN,m-3m,Yb,Fm-3m,N,P63/mmc
YbO,m-3m,Yb,Fm-3m,O,C12/m1
Yb3Os,m-3m,Yb,Fm-3m,Os,P63/mmc
Yb3Os,4/mmm,Yb,Fm-3m,Os,P63/mmc
YbOs3,4/mmm,Yb,Fm-3m,Os,P63/mmc
YbP,m-3m,Yb,Fm-3m,P,P-1
YbP3,m-3m,Yb,Fm-3m,P,P-1
YbPb,4/mmm,Yb,Fm-3m,Pb,Fm-3m
YbPd,m-3m,Yb,Fm-3m,Pd,Fm-3m
YbPd3,m-3m,Yb,Fm-3m,Pd,Fm-3m
YbPr3,m-3m,Yb,Fm-3m,Pr,P63/mmc
YbPt2,m-3m,Yb,Fm-3m,Pt,Fm-3m
YbPt3,m-3m,Yb,Fm-3m,Pt,Fm-3m
Yb3Re,m-3m,Yb,Fm-3m,Re,P63/mmc
YbRh2,m-3m,Yb,Fm-3m,Rh,Fm-3m
YbRh,m-3m,Yb,Fm-3m,Rh,Fm-3m
Yb3Ru,m-3m,Yb,Fm-3m,Ru,P63/mmc
YbRu,m-3m,Yb,Fm-3m,Ru,P63/mmc
YbS,m-3m,Yb,Fm-3m,S,Fddd
YbSb,m-3m,Yb,Fm-3m,Sb,R-3m
YbSe,m-3m,Yb,Fm-3m,Se,P121/c1
YbSi,mmm,Yb,Fm-3m,Si,Fd-3m
Yb3Si5,-6m2,Yb,Fm-3m,Si,Fd-3m
YbSi2,6/mmm,Yb,Fm-3m,Si,Fd-3m
Yb2Sn,6/mmm,Yb,Fm-3m,Sn,I41/amd
YbSn,4/mmm,Yb,Fm-3m,Sn,I41/amd
YbTa,-6m2,Yb,Fm-3m,Ta,Im-3m
Yb3Tc,4/mmm,Yb,Fm-3m,Tc,P63/mmc
YbTe,m-3m,Yb,Fm-3m,Te,P3121
YbTh3,m-3m,Yb,Fm-3m,Th,Fm-3m
Yb3Ti,m-3m,Yb,Fm-3m,Ti,P63/mmc
YbTl,m-3m,Yb,Fm-3m,Tl,P63/mmc
Yb3U,4/mmm,Yb,Fm-3m,U,Cmcm
Yb3V,m-3m,Yb,Fm-3m,V,Im-3m
YbZn2,mmm,Yb,Fm-3m,Zn,P63/mmc
YbZn,m-3m,Yb,Fm-3m,Zn,P63/mmc
Yb3Zr,m-3m,Yb,Fm-3m,Zr,P63/mmc
LuAl2,m-3m,Lu,P63/mmc,Al,Fm-3m
Lu3Al,6/mmm,Lu,P63/mmc,Al,Fm-3m
LuAu3,mmm,Lu,P63/mmc,Au,Fm-3m
LuAu,m-3m,Lu,P63/mmc,Au,Fm-3m
LuBr3,6/mmm,Lu,P63/mmc,Br,Cmca
Lu4C7,2/m,Lu,P63/mmc,C,P63/mmc
LuCl3,6/mmm,Lu,P63/mmc,Cl,Cmca
LuCo2,m-3m,Lu,P63/mmc,Co,P63/mmc
LuFe2,m-3m,Lu,P63/mmc,Fe,Im-3m
LuGa3,m-3m,Lu,P63/mmc,Ga,Cmca
Lu3Ga,6/mmm,Lu,P63/mmc,Ga,Cmca
LuI3,6/mmm,Lu,P63/mmc,I,Cmca
Lu2In,6/mmm,Lu,P63/mmc,In,I4/mmm
LuIn3,m-3m,Lu,P63/mmc,In,I4/mmm
LuIr,m-3m,Lu,P63/mmc,Ir,Fm-3m
LuIr2,m-3m,Lu,P63/mmc,Ir,Fm-3m
LuMg3,6/mmm,Lu,P63/mmc,Mg,P63/mmc
LuN,m-3m,Lu,P63/mmc,N,P63/mmc
LuNi2,m-3m,Lu,P63/mmc,Ni,Fm-3m
Lu2O3,-3m,Lu,P63/mmc,O,C12/m1
LuOs2,6/mmm,Lu,P63/mmc,Os,P63/mmc
LuP,m-3m,Lu,P63/mmc,P,P-1
LuP5,2/m,Lu,P63/mmc,P,P-1
LuPb2,4/mmm,Lu,P63/mmc,Pb,Fm-3m
LuPd3,m-3m,Lu,P63/mmc,Pd,Fm-3m
LuPt3,m-3m,Lu,P63/mmc,Pt,Fm-3m
LuRh,m-3m,Lu,P63/mmc,Rh,Fm-3m
LuRu2,6/mmm,Lu,P63/mmc,Ru,P63/mmc
LuRu3,m-3m,Lu,P63/mmc,Ru,P63/mmc
Lu2S3,-3m,Lu,P63/mmc,S,Fddd
LuSi,mmm,Lu,P63/mmc,Si,Fd-3m
Lu8Te,-6m2,Lu,P63/mmc,Te,P3121
LuTe2,4/mmm,Lu,P63/mmc,Te,P3121
LuTh3,m-3m,Lu,P63/mmc,Th,Fm-3m
LuZn,m-3m,Lu,P63/mmc,Zn,P63/mmc
Hf2Ag,4/mmm,Hf,P63/mmc,Ag,Fm-3m
HfAg,4/mmm,Hf,P63/mmc,Ag,Fm-3m
HfAl2,6/mmm,Hf,P63/mmc,Al,Fm-3m
Hf4Al3,6/mmm,Hf,P63/mmc,Al,Fm-3m
HfAl3,4/mmm,Hf,P63/mmc,Al,Fm-3m
Hf2Al3,mm2,Hf,P63/mmc,Al,Fm-3m
HfAl3,4/mmm,Hf,P63/mmc,Al,Fm-3m
HfAl,mmm,Hf,P63/mmc,Al,Fm-3m
HfAl3,m-3m,Hf,P63/mmc,Al,Fm-3m
Hf3Al2,4/mmm,Hf,P63/mmc,Al,Fm-3m
Hf2Al,4/mmm,Hf,P63/mmc,Al,Fm-3m
Hf5Al3,6/mmm,Hf,P63/mmc,Al,Fm-3m
HfAs,6/mmm,Hf,P63/mmc,As,R-3m
HfAs2,mmm,Hf,P63/mmc,As,R-3m
Hf2Au,4/mmm,Hf,P63/mmc,Au,Fm-3m
HfAu2,4/mmm,Hf,P63/mmc,Au,Fm-3m
Hf3Au,m-3m,Hf,P63/mmc,Au,Fm-3m
HfB2,6/mmm,Hf,P63/mmc,B,R-3m
HfB,m-3m,Hf,P63/mmc,B,R-3m
HfB6,m-3m,Hf,P63/mmc,B,R-3m
HfBe5,6/mmm,Hf,P63/mmc,Be,P63/mmc
HfBe2,6/mmm,Hf,P63/mmc,Be,P63/mmc
HfBe,mmm,Hf,P63/mmc,Be,P63/mmc
Hf3Bi,4/mmm,Hf,P63/mmc,Bi,C12/m1
HfBr3,6/mmm,Hf,P63/mmc,Br,Cmca
HfC,m-3m,Hf,P63/mmc,C,P63/mmc
HfC,-43m,Hf,P63/mmc,C,P63/mmc
Hf3C,4/mmm,Hf,P63/mmc,C,P63/mmc
HfC,m-3m,Hf,P63/mmc,C,P63/mmc
HfCo2,m-3m,Hf,P63/mmc,Co,P63/mmc
HfCo,m-3m,Hf,P63/mmc,Co,P63/mmc
HfCr2,m-3m,Hf,P63/mmc,Cr,Im-3m
HfCr2,6/mmm,Hf,P63/mmc,Cr,Im-3m
Hf2Cu,4/mmm,Hf,P63/mmc,Cu,Fm-3m
HfCu3,m-3m,Hf,P63/mmc,Cu,Fm-3m
HF,mm2,HF,,F,C12/c1
HfFe2,m-3m,Hf,P63/mmc,Fe,Im-3m
Hf2Ga3,mm2,Hf,P63/mmc,Ga,Cmca
Hf2Ga,4/mmm,Hf,P63/mmc,Ga,Cmca
HfGa3,4/mmm,Hf,P63/mmc,Ga,Cmca
Hf2Ge,4/mmm,Hf,P63/mmc,Ge,Fm-3m
Hf3Ge2,4/mmm,Hf,P63/mmc,Ge,Fm-3m
HfGe2,mmm,Hf,P63/mmc,Ge,Fm-3m
HfH2,4/mmm,Hf,P63/mmc,H,P63/mmc
HfH3,m-3m,Hf,P63/mmc,H,P63/mmc
Hf2Hg,4/mmm,Hf,P63/mmc,Hg,R-3m
HfI3,6/mmm,Hf,P63/mmc,I,Cmca
Hf2In5,4/mmm,Hf,P63/mmc,In,I4/mmm
HfIr3,m-3m,Hf,P63/mmc,Ir,Fm-3m
HfIr,m-3m,Hf,P63/mmc,Ir,Fm-3m
HfMg3,6/mmm,Hf,P63/mmc,Mg,P63/mmc
HfMn2,6/mmm,Hf,P63/mmc,Mn,I-43m
HfMo2,m-3m,Hf,P63/mmc,Mo,Im-3m
Hf2N,4/mmm,Hf,P63/mmc,N,P63/mmc
